station	id	state	city	owner	website	station_info	subchannels	source	collection_date
WAOW		WI	 Wausau	 Quincy Newspapers	http://www.waow.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WJFW	" ""NBC 12"""	WI	 Rhinelander	 Northland Television	http://www.wjfw-nbc12.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WHRM	" ""WPT"""	WI	 Wausau	 State of Wisconsin Educational Communications Board	http://www.wpt.org/	 Digital Educational Full-Power - 1380 kW		stationindex	2023-05-17 12:50:01.701573
WYOW	" ""ABC / WAOW"""	WI	 Eagle Rivver	 Quincy Newspapers	http://www.wyowtv34.com/	 Digital Full-Power - 2400 kW		stationindex	2023-05-17 12:50:01.701573
WLEF	" ""WPT"""	WI	 Park Falls	 State of Wisconsin Educational Communications Board	http://www.wpt.org/	 Digital Educational Full-Power - 1050 kW		stationindex	2023-05-17 12:50:01.701573
WTPX		WI	 Antigo	 Ion Media Networks		 Digital Full-Power - 50 kW	 46.1 Ion, 46.2 Qubo, 46.3 Ion Life, 46.4 Ion Shop, 46.5 QVC, 46.6 HSN	stationindex	2023-05-17 12:50:01.701573
WFXS	" ""FOX 55"""	WI	 Wittenberg	 Davis Television	http://www.wfxsfox55.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
KNOE	" ""KNOE TV 8"""	LA	 Monroe	 NOE Corp.	http://www.knoe.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KTVE		AR	 El Dorado	 Mission Broadcasting	https://www.myarklamiss.com/	 Digital Full-Power - 822.8 kW		stationindex	2023-05-17 12:50:01.701573
KAQY	" ""ABC 11"""	LA	 Columbia	 Monroe Broadcasting	http://www.abc-11.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KETZ	" ""AETN"""	AR	 El Dorado	 Arkansas Educational Television	http://www.aetn.org/	 Digital Educational Full-Power - 10 kW		stationindex	2023-05-17 12:50:01.701573
KLTM	" ""LPB"""	LA	 Monroe	 Louisiana Public Broadcasting	http://www.lpb.org/	 Digital Educational Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KARD	" ""FOX 14"""	LA	 West Monroe	 Nexstar Media Group	https://www.myarklamiss.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
KMCT		LA	 West Monroe	 Louisiana Christian Broadcasting		 Digital Full-Power - 562 kW		stationindex	2023-05-17 12:50:01.701573
KKYK		AR	 Camden	 Hallmark National Mortgage Corporation		 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
KMOS		MO	 Sedalia	 University of Central Missouri	http://www.kmos.org/	 Digital Educational Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KOMU		MO	 Columbia	 University of Missouri – Columbia	http://www.komu.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KZOU-LP	" ""My ZOU 32"""	MO	 Columbia	 JW Broadcasting		 Low-Power - 0.177 kW		stationindex	2023-05-17 12:50:01.701573
KRCG	" ""KRCG 13"""	MO	 Jefferson City	 Barington Broadcasting	http://www.krcg.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KMIZ	" ""ABC 17"""	MO	 Columbia	 JW Broadcasting	http://www.kmiz.com/	 Digital Full-Power - 1580 kW		stationindex	2023-05-17 12:50:01.701573
KNLJ		MO	 Jefferson City	 Christian Television Network	http://www.knlj.tv/	 Digital Full-Power - 2040 kW		stationindex	2023-05-17 12:50:01.701573
K38II	" ""KQFX FOX 38"""	MO	 Jefferson City	 JW Broadcasting		 Low-Power - 150 kW		stationindex	2023-05-17 12:50:01.701573
KTWU		KS	 Topeka	 Washburn University of Topeka	http://ktwu.wuacc.edu/	 Digital Educational Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WIBW	" ""13 News"""	KS	 Topeka	 Gray Television	http://www.wibw.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KSNT	" ""27 NBC"""	KS	 Topeka	 Montecito Broadcast Group	http://www.ksnt.com/	 Digital Full-Power - 1100 kW		stationindex	2023-05-17 12:50:01.701573
KTMJ-CA	" ""FOX 43"""	KS	 Topeka	 Montgomery Communications	http://www.fox43topeka.com/	 Class-A - 29.3 kW		stationindex	2023-05-17 12:50:01.701573
KTKA	" ""49 ABC"""	KS	 Topeka	 Northeast Kansas Broadcast Service	http://www.ktka.tv/	 Digital Full-Power - 2690 kW		stationindex	2023-05-17 12:50:01.701573
KDLH	" ""CBS 3"""	MN	 Duluth	 SagamoreHill Broadcasting	http://www.northlandsnewscenter.com/	 Digital Full-Power - 381 kW		stationindex	2023-05-17 12:50:01.701573
KBJR	" ""NBC 6"""	WI	 Superior	 Granite Broadcasting	http://www.kbjr.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WDSE	" ""PBS eight"""	MN	 Duluth	 Duluth Superior Area Educational Television	http://www.wdse.org/	 Digital Educational Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WDIO	" ""10/13 ABC"""	MN	 Duluth		http://www.wdio.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KQDS	" ""FOX 21"""	MN	 Duluth	 Red River Broadcasting Company	http://www.kqdsfox21.tv/	 Digital Full-Power - 550 kW		stationindex	2023-05-17 12:50:01.701573
KOTI	" ""NBC 2"""	OR	 Klamath Falls	 California Oregon Broadcasting	http://www.localnewscomesfirst.com/	 Digital Full-Power - 9 kW		stationindex	2023-05-17 12:50:01.701573
KOBI	" ""NBC 5"""	OR	 Medford	 California Oregon Broadcasting	http://www.localnewscomesfirst.com/	 Digital Full-Power - 5.4 kW		stationindex	2023-05-17 12:50:01.701573
KSYS	" ""SOP TV"""	OR	 Medford	 Southern Oregon Public Television	http://www.soptv.org/	 Digital Educational Full-Power - 16.9 kW	 8.1 KSYS/PBS	stationindex	2023-05-17 12:50:01.701573
KTVL	" ""News 10"""	OR	 Medford	 Freedom Broadcasting	http://www.ktvl.com/	 Digital Full-Power - 132 kW		stationindex	2023-05-17 12:50:01.701573
KDRV	" ""News Watch 12"""	OR	 Medford	 Allen Media Broadcasting	https://www.kdrv.com/	 Digital Full-Power - 16.9 kW	 12.1 ABC, 12.2 Antenna TV, 12.3 True Crime Network	stationindex	2023-05-17 12:50:01.701573
KMCW-LP	" ""Telemundo 14"""	OR	 Medord	 Sainte Partners		 Low-Power - 14 kW		stationindex	2023-05-17 12:50:01.701573
KFTS	" ""SOP TV"""	OR	 Klamath Falls	 Southern Oregon Public Television	http://www.soptv.org/	 Digital Educational Full-Power - 9.33 kW	 22.1 KFTS/PBS	stationindex	2023-05-17 12:50:01.701573
KMVU	" ""FOX 26"""	OR	 Medford		http://www.fox26medford.com/	 Digital Full-Power - 16.2 kW		stationindex	2023-05-17 12:50:01.701573
KBLN	" ""Better Life Television"""	OR	 Grants Pass	 Better Life Television	http://betterlifetv.tv/	 Digital Full-Power - 2 kW		stationindex	2023-05-17 12:50:01.701573
KDKF	" ""News Watch 12/ KDRV"""	OR	 Klamath Falls	 Allen Media Broadcasting	https://www.kdrv.com/	 Digital Full-Power - 4.87 kW	 31.1 ABC, 31.2 Antenna TV, 31.3 True Crime Network	stationindex	2023-05-17 12:50:01.701573
K41IX		OR	 Medord	 Trinity Broadcasting Network		 Low-Power - 12.1 kW		stationindex	2023-05-17 12:50:01.701573
K44IA		OR	 Medford	 Inspiration Television		 Low-Power - 13.8 kW		stationindex	2023-05-17 12:50:01.701573
KFBI-LP	" ""My 48"""	OR	 Medford	 Sainte Partners	http://www.kfbimy48.com/	 Low-Power - 66 kW		stationindex	2023-05-17 12:50:01.701573
KBTV	" ""FOX 4"""	TX	 Port Arthur	 Nexstar Media Group	https://fox4beaumont.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KFDM		TX	 Beaumont	 Freedom Broadcasting	http://www.kfdm.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KBMT		TX	 Beaumont		http://www.12newsnow.com/	 Digital Full-Power - 18.2 kW	 12.1 ABC, 12.2 NBC, 12.3 Cozi TV, 12.4 Me-TV, 12.5 MyNetworkTV, 12.6 MundoMax	stationindex	2023-05-17 12:50:01.701573
KITU		TX	 Beaumont	 Community Educational Television	http://www.communityedtv.org/	 Digital Educational Full-Power - 1170 kW	 34.1 KITU/TBN, 34.2 Church Channel, 34.3 JCTV, 34.4 Enlace USA, 34.5 Smile of a Child	stationindex	2023-05-17 12:50:01.701573
KVER-CA		CA	 Indio	 Entravision		 Class-A - 0.349 kW		stationindex	2023-05-17 12:50:01.701573
KEVC-CD		CA	 Indio	 Entravision		 Digital Class-A - 0.349 kW	 5.1 Unimas	stationindex	2023-05-17 12:50:01.701573
KLPS-LP		CA	 Indio	 Local HDTV, Inc.		 Low-Power - 10 kW		stationindex	2023-05-17 12:50:01.701573
KDFX-CD	" ""FOX 11"""	CA	 Indio/Palm Springs	 Pacific Media Corporation		 Digital Class-A - 9.6 kW		stationindex	2023-05-17 12:50:01.701573
KMIR		CA	 Palm Springs	 Journal Broadcast Group	http://www.kmir6.com/	 Digital Full-Power - 490 kW		stationindex	2023-05-17 12:50:01.701573
KPSP-CD	" ""CBS 2"""	CA	 Cathedral City	 Gulf-California Broadcast Company	http://www.kesq.com/	 Digital Class-A - 9 kW		stationindex	2023-05-17 12:50:01.701573
KESQ		CA	 Palm Springs	 Gulf-California Broadcast Company	http://www.kesq.com/	 Digital Full-Power - 42 kW	 42.1 KESQ/ABC	stationindex	2023-05-17 12:50:01.701573
KRET-CD		CA	 Cathedral City	 Charles R. Meeker		 Digital Class-A - 15 kW	" 31.1 	Me TV, 31.2 This TV, 31.3 Estrella TV, 31.4 Antenna TV"	stationindex	2023-05-17 12:50:01.701573
KPSE-LP	" ""My 13"""	CA	 Palm Springs	 Journal Broadcast Group	http://www.my13palmsprings.com/	 Low-Power - 5.2 kW		stationindex	2023-05-17 12:50:01.701573
KTTZ		TX	 Lubbock	 Texas Tech University	http://www.kttz.org/	 Digital Educational Full-Power - 890 kW	 5.1 KTTZ/PBS	stationindex	2023-05-17 12:50:01.701573
KCBD	" ""News Channel 11"""	TX	 Lubbock	 Raycom	http://www.kcbd.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KLBK		TX	 Lubbock	 Nexstar Media Group	https://www.everythinglubbock.com/	 Digital Full-Power - 1000 kW	 13.1 KLBK/CBS	stationindex	2023-05-17 12:50:01.701573
KPTB		TX	 Lubbock	 Prime Time Christian Broadcasting	http://www.ptcbglc.com/	 Digital Full-Power - 314 kW		stationindex	2023-05-17 12:50:01.701573
KLCW	" ""Lubbock CW"""	TX	 Wolfforth	 Woods Communications		 Digital Full-Power - 70.8 kW		stationindex	2023-05-17 12:50:01.701573
KAMC		TX	 Lubbock	 Mission Broadcasting	http://www.kamc28.com/	 Digital Full-Power - 1000 kW	 28.1 KAMC/ABC	stationindex	2023-05-17 12:50:01.701573
KJTV	" ""FOX 34"""	TX	 Lubbock	 Ramar Communications	http://www.fox34.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
KDFL-LP		TX	 Lubbock	 Northstar Media		 Low-Power - 15 kW		stationindex	2023-05-17 12:50:01.701573
WBOC		MD	 Salisbury		http://www.wboc.com/	 Digital Full-Power - 4070 kW		stationindex	2023-05-17 12:50:01.701573
WCPB	" ""MPT / WMPT"""	MD	 Salisbury	 Maryland Public Broadcasting	http://www.mpt.org/	 Digital Educational Full-Power - 2190 kW		stationindex	2023-05-17 12:50:01.701573
WRDE-LD		DE	 Rehoboth Beach	 Price Hill Television		 Digital Class-A - 7.1 kW		stationindex	2023-05-17 12:50:01.701573
WMDT		MD	 Salisbury	 Delmarva Broadcast Service General	http://www.wmdt.com/	 Digital Full-Power - 2190 kW		stationindex	2023-05-17 12:50:01.701573
WDPB	" ""PBS / WHYY"""	DE	 Seaford		http://www.whyy.org/	 Digital Educational Full-Power - 186 kW		stationindex	2023-05-17 12:50:01.701573
KFDX		TX	 Wichita Falls	 Nexstar Media Group	https://www.texomashomepage.com/	 Digital Full-Power - 1000 kW	 3.1 KFDX/NBC	stationindex	2023-05-17 12:50:01.701573
KAUZ	" ""6 News"""	TX	 Wichita Falls	 Hoak Media	http://www.kauz.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KSWO	" ""7 News"""	OK	 Lawton	 Drewry Communications	http://www.kswo.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KJTL	" ""Texoma's Fox"""	TX	 Wichita Falls	 Mission Broadcasting	http://www.texomashomepage.com/	 Digital Full-Power - 1000 kW	 18.1 KJTL/FOX	stationindex	2023-05-17 12:50:01.701573
KJBO-LP	" ""My TV KJBO"""	TX	 Wichita Falls	 Mission Broadcasting		 Low-Power - 10.5 kW		stationindex	2023-05-17 12:50:01.701573
KUWF-LP		TX	 Wichita Falls	 Equity Media Holdings		 Low-Power - 2.5 kW		stationindex	2023-05-17 12:50:01.701573
WICU		PA	 Erie	 Lilly Broadcasting	http://www.wicu12.com/	 Digital Full-Power - 5.4 kW	 12.1 WICU/NBC	stationindex	2023-05-17 12:50:01.701573
WJET	" ""JET-TV"""	PA	 Erie	 Nexstar Media Group	https://www.yourerie.com/	 Digital Full-Power - 1120 kW		stationindex	2023-05-17 12:50:01.701573
WSEE		PA	 Erie	 Lily Broadcasting	http://www.35wsee.com/	 Digital Full-Power - 1170 kW		stationindex	2023-05-17 12:50:01.701573
WQLN		PA	 Erie	 Public Broadcasting of Northwest Pennsylvania	http://www.wqln.org/	 Digital Educational Full-Power - 39.1 kW		stationindex	2023-05-17 12:50:01.701573
WFXP	" ""FOX 66"""	PA	 Erie	 Mission Broadcasting	http://www.fox66.tv/	 Digital Full-Power - 891 kW		stationindex	2023-05-17 12:50:01.701573
KOAM		KS	 Pittsburg	 Saga Communications	http://www.koamtv.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KODE	" ""Action 12"""	MO	 Joplin	 Mission Broadcasting	http://fourstateshomepage.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KFJX	" ""Fox 14"""	KS	 Pittsburg	 Surtsey Media	http://www.fox14tv.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
KSNF	" ""KSN 16"""	MO	 Joplin	 Nexstar Media Group	http://fourstateshomepage.com/	 Digital Full-Power - 175 kW		stationindex	2023-05-17 12:50:01.701573
KGCS-LP		MO	 Joplin	 Missouri Southern State University	http://www.mssu.edu/kgcs/	 Low-Power - 150 kW		stationindex	2023-05-17 12:50:01.701573
KOZJ	" ""Ozarks Public Television"""	MO	 Joplin	 Missouri State University	http://www.optv.org/	 Digital Educational Full-Power - 55 kW		stationindex	2023-05-17 12:50:01.701573
KCLJ-CA		MO	 Joplin	 Gary M. and Deborah R. Kelly		 Class-A - 38.1 kW		stationindex	2023-05-17 12:50:01.701573
KCLG-CA		MO	 Neosho	 Gary M. and Deborah R. Kelly		 Class-A - 5 kW		stationindex	2023-05-17 12:50:01.701573
KPJO-LD		KS	 Pittsburg	 Pittsburg-Joplin TV, LLC		 Digital Low-Power - 15 kW		stationindex	2023-05-17 12:50:01.701573
KJPX-LP		MO	 Joplin	 Gary M. and Deborah R. Kelly		 Low-Power - 25 kW		stationindex	2023-05-17 12:50:01.701573
KTUU	" ""Channel 2"""	AK	 Anchorage	 Schurz Communications	http://www.ktuu.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KTBY	" ""FOX 4"""	AK	 Anchorage	 Coastal Television Broadcasting	http://www.ktbytv.com/	 Digital Full-Power - 38.9 kW		stationindex	2023-05-17 12:50:01.701573
KYES	" ""KYES 5"""	AK	 Anchorage	 Fireweed Communications	http://www.kyes.com/	 Digital Full-Power - 15 kW	 5.1 KYES/My Network TV, 5.2 Antenna TV, 5.3 This TV, 5.4 France 24, 5.50 KEUL-FM (Audio), 5.51 Music	stationindex	2023-05-17 12:50:01.701573
KNIK-LP	" ""KNIK 87.7 FM The Breeze"""	AK	 Anchorage	 Fireweed Communications	http://www.knik.com/	 Low-Power - 0.92 kW		stationindex	2023-05-17 12:50:01.701573
KAKM		AK	 Anchorage	 Alaska Public Telecommunications	http://www.kakm.org/	 Digital Educational Full-Power - 288 kW		stationindex	2023-05-17 12:50:01.701573
KTVA	" ""KTVA CBS 11"""	AK	 Anchorage	 MediaNews Group	http://www.ktva.com/	 Digital Full-Power - 50 kW		stationindex	2023-05-17 12:50:01.701573
KTPP-LD		AK	 Anchorage	 One Ministries		 Digital Low-Power - .3 kW	 12.1 KTPP	stationindex	2023-05-17 12:50:01.701573
KYUR	" ""ABC 13"""	AK	 Anchorage	 Coastal Television Broadcasting Company	http://www.youralaskalink.com/	 Digital Full-Power - 41 kW	 13.1 KYUR/ABC	stationindex	2023-05-17 12:50:01.701573
KDMD		AK	 Anchorage	 Ketchikan Television		 Digital Full-Power - 66 kW		stationindex	2023-05-17 12:50:01.701573
KCFT-LP		AK	 Anchorage		Alaska Broadcast Television	 Class-A - 50 kW		stationindex	2023-05-17 12:50:01.701573
KACN-LP		AK	 Anchorage	 Dan Etulain		 Low-Power - 20 kW		stationindex	2023-05-17 12:50:01.701573
WJHG	" ""News Channel 7"""	FL	 Panama City	 Gray Television	http://www.wjhg.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WMBB	" ""News 13"""	FL	 Panama City	 Nexstar Media Group	https://www.mypanhandle.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WPGX	" ""FOX 28"""	FL	 Panama City	 Raycom		 Digital Full-Power - 1260 kW		stationindex	2023-05-17 12:50:01.701573
WPCT		FL	 Panama City Beach	 Beach TV Properties		 Digital Full-Power - 126 kW		stationindex	2023-05-17 12:50:01.701573
WBIF		FL	 Marianna	 Daystar Television Network		 Digital Full-Power - 50 kW		stationindex	2023-05-17 12:50:01.701573
WFSG		FL	 Panama City	 University of Florida	http://www.wfsu.org/	 Digital Educational Full-Power - 1150 kW		stationindex	2023-05-17 12:50:01.701573
WTWO		IN	 Terre Haute	 Nexstar Media Group	https://www.mywabashvalley.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WTHI		IN	 Terre Haute	 Allen Media Broadcasting	https://www.wthitv.com/	 Digital Full-Power - 27 kW	 10.1 CBS,  10.2 Fox/MyNetworkTV,  10.3 CW+,  10.4 Ion Television,  10.5 Dabl	stationindex	2023-05-17 12:50:01.701573
WAWV	" ""WAWV ABC"""	IN	 Terre Haute	 Mission Broadcasting	http://www.mywabashvalley.com/	 Digital Full-Power - 850 kW	 38.1 WAWV/ABC	stationindex	2023-05-17 12:50:01.701573
WLBZ		ME	 Bangor	 Tegna Media	http://www.wlbz2.com/	 Digital Full-Power - 51.3 kW		stationindex	2023-05-17 12:50:01.701573
WABI	" ""TV 5"""	ME	 Bangor	 Community Broadcasting Service	http://www.wabi.tv/	 Digital Full-Power - 39.8 kW		stationindex	2023-05-17 12:50:01.701573
WVII	" ""ABC 7"""	ME	 Bangor	 Bangor Communications	http://www.localmaine.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WMEB	" ""MPBN"""	ME	 Orono	 Maine Public Broadcasting	http://www.mpbn.net/	 Digital Educational Full-Power - 15 kW		stationindex	2023-05-17 12:50:01.701573
WFVX-LP	" ""FOX 22"""	ME	 Bangor	 Rockfleet Broadcasting	http://www.localmaine.com/	 Low-Power - 27 kW		stationindex	2023-05-17 12:50:01.701573
KIMT		IA	 Mason City	 Allen Media Broadcasting	https://www.kimt.com/	 Digital Full-Power - 472 kW	 3.1 CBS,  3.2 MyNetworkTV,  3.3 Ion Television,  3.4 Antenna TV	stationindex	2023-05-17 12:50:01.701573
KAAL		MN	 Austin		http://www.kaaltv.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KTTC		MN	 Rochester	 Quincy Newspapers	http://www.kttc.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KSMQ		MN	 Austin	 Southern Minnesota Quality Broadcasting	http://www.ksmq.org/	 Digital Educational Full-Power - 1200 kW		stationindex	2023-05-17 12:50:01.701573
KYIN	" ""IPTV"""	IA	 Mason City	 Iowa Public Broadcasting	http://www.iptv.org/	 Digital Educational Full-Power - 1740 kW		stationindex	2023-05-17 12:50:01.701573
KXLT	" ""FOX 47"""	MN	 Rochester	 Sagamorehill Broadcasting	http://www.fox47kxlt.com/	 Digital Full-Power - 220 kW	 47.1 KXLT/Fox, 47.2 Me TV	stationindex	2023-05-17 12:50:01.701573
KMID	" ""ABC 2"""	TX	 Midland	 Nexstar Media Group	https://www.yourbasin.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KOSA	" ""CBS 7"""	TX	 Odessa	 Ica Broadcasting	http://www.cbs7.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KWES	" ""NewsWest 9"""	TX	 Odessa	 Tegna	https://www.newswest9.com/	 Digital Full-Power - 94.4 kW		stationindex	2023-05-17 12:50:01.701573
KUPB		TX	 Midland	 Entravision		 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
KPEJ	" ""FOX 24"""	TX	 Odessa	 Nexstar Media Group	http://www.yourbasin.com/	 Digital Full-Power - 600 kW	 24.1 Fox, 24.2 Estrella TV	stationindex	2023-05-17 12:50:01.701573
KWWT	" ""Permian Basin CW"""	TX	 Odessa			 Digital Full-Power - 350 kW		stationindex	2023-05-17 12:50:01.701573
KPBT	" ""Basin PBS"""	TX	 Odessa	 Permian Basin Public Telecommunications	http://www.kpbt.org/	 Digital Educational Full-Power - 513 kW		stationindex	2023-05-17 12:50:01.701573
KDFH-LP		TX	 Midland	 Northstar Media		 Low-Power - 9.5 kW		stationindex	2023-05-17 12:50:01.701573
KMLM	" ""God's Learning Channel"""	TX	 Odessa	 Prime Time Christian Broadcasting	http://www.godslearningchannel.com/	 Digital Full-Power - 302 kW		stationindex	2023-05-17 12:50:01.701573
WTRF		WV	 Wheeling	 West Virginia Media Holdings	http://www.wtrf.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WTOV		OH	 Steubenville	 Sinclair Broadcast Group	http://www.wtov9.com/	 Digital Full-Power - 23 kW	 9.1 WTOV/NBC	stationindex	2023-05-17 12:50:01.701573
WUFT		FL	 Gainesville	 University of Florida	http://www.wuft.org/	 Digital Educational Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WLUF-LP		FL	 Gainesville	 University of Florida	http://www.wluf.tv/	 Low-Power - 0.057 kW		stationindex	2023-05-17 12:50:01.701573
WCJB	" ""WCJB TV 20"""	FL	 Gainesville	 Diversified Communications	http://www.wcjb.com/	 Digital Full-Power - 2820 kW		stationindex	2023-05-17 12:50:01.701573
WOGX	" ""FOX 51"""	FL	 Ocala	 Fox Television Stations	http://www.wogx.com/	 Digital Full-Power - 500 kW	 51.1 WOGX/Fox	stationindex	2023-05-17 12:50:01.701573
WGFL	" ""CBS 4"""	FL	 High Springs	 New Age Media	http://www.mygtn.tv/	 Digital Full-Power - 1000 kW	 4.1 WGFL/CBS	stationindex	2023-05-17 12:50:01.701573
KTEN		OK	 Ada	 Lockwood Broadcast Group	http://www.kten.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KXII		TX	 Sherman	 Gray Television	http://www.kxii.com/	 Digital Full-Power - 224 kW		stationindex	2023-05-17 12:50:01.701573
KIDK	" ""Local News 8"""	ID	 Idaho Falls	 VistaWest Media	http://www.localnews8.com/	 Digital Full-Power - 200 kW	 3.1 CBS, 3.2 Fox/MyNetworkTV	stationindex	2023-05-17 12:50:01.701573
KPVI		ID	 Pocatello	 Sunbelt Communications	http://www.kpvi.com/	 Digital Full-Power - 100 kW	 6.1 KPVI/NBC, 6.2 Antenna TV, 6.3 This TV	stationindex	2023-05-17 12:50:01.701573
KIFI	" ""Local News 8"""	ID	 Idaho Falls	 The Post Company	http://www.localnews8.com/	 Digital Full-Power - 316 kW	 8.1 KIFI/ABC, 8.2 Telemundo	stationindex	2023-05-17 12:50:01.701573
KISU	" ""Idaho PTV"""	ID	 Pocatello	 State Board of Education, Stateof Idaho	http://idptv.state.id.us/	 Digital Educational Full-Power - 123 kW		stationindex	2023-05-17 12:50:01.701573
KPIF		ID	 Pocatello	 KM Communications		 Digital Full-Power - 1000 kW	 15.1 KPIF	stationindex	2023-05-17 12:50:01.701573
KFXP		ID	 Pocatello	 Compass Communications	http://www.kfxp.com/	 Digital Full-Power - 2140 kW		stationindex	2023-05-17 12:50:01.701573
WKFK-LP		MS	 Pascagoula		http://www.wkfk.com/	 Low-Power - 3 kW		stationindex	2023-05-17 12:50:01.701573
WLOX		MS	 Biloxi	 Raycom	http://www.wlox.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WMAH	" ""MPB"""	MS	 Biloxi	 Mississippi Public Broadcasting	http://www.mpbonline.org/	 Digital Educational Full-Power - 1593 kW		stationindex	2023-05-17 12:50:01.701573
WXXV	" ""FOX 25"""	MS	 Gulfport	 Morris Multimedia	http://www.wxxv25.com/	 Digital Full-Power - 2240 kW		stationindex	2023-05-17 12:50:01.701573
XHBC		MX	 Mexicali		http://www.mexicali.televisa.com.mx/	 Digital Full-Power - 83.8 kW		stationindex	2023-05-17 12:50:01.701573
XHAQ	" ""AZTECA 13"""	MX	 Mexicali			 Digital Full-Power - 54.3 kW		stationindex	2023-05-17 12:50:01.701573
KVYE		CA	 El Centro	 Entravision		 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KECY		CA	 El Centro	 Pacific Media Corporation		 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KYMA		AZ	 Yuma		http://www.kyma.com/	 Digital Full-Power - 316 kW	 11.1 KYMA/NBC, 11.2 LATV	stationindex	2023-05-17 12:50:01.701573
KSWT	" ""CBS 13"""	AZ	 Yuma	 Northwest Broadcasting	https://www.kyma.com/	 Digital Full-Power - 20 kW		stationindex	2023-05-17 12:50:01.701573
XHBM	" ""Televisa 2"""	MX	 Mexicali			 Digital Full-Power - 300 kW		stationindex	2023-05-17 12:50:01.701573
XHEXT	" ""Azteca 7"""	MX	 Mexicali	 TV Azteca		 Digital Full-Power		stationindex	2023-05-17 12:50:01.701573
XHMEX	" ""Televisa 5"""	MX	 Mexicali			 Digital Full-Power - 60 kW		stationindex	2023-05-17 12:50:01.701573
XHMEE	" ""Televisa 9"""	MX	 Mexicali			 Digital Full-Power - 40 kW		stationindex	2023-05-17 12:50:01.701573
KAJB	" ""Unimas 54"""	CA	 Calipatria	 Calipatria Broadcasting Company		 Digital Full-Power - 1000 kW	 54.1 Unimas	stationindex	2023-05-17 12:50:01.701573
XHILA		MX	 Mexicali	 Intermedia de Mexicali		 Digital Full-Power		stationindex	2023-05-17 12:50:01.701573
KRBC		TX	 Abilene	 Mission Broadcasting	http://www.krbc.tv/	 Digital Full-Power - 1000 kW	 9.1 KRBC/NBC	stationindex	2023-05-17 12:50:01.701573
KTXS		TX	 Sweetwater	 Bluestone Television	http://www.ktxs.com/	 Digital Full-Power - 316 kW	 12.1 KTXS/ABC, 12.2 CW	stationindex	2023-05-17 12:50:01.701573
KXVA		TX	 Abilene	 Tegna Media	http://www.myfoxzone.com/	 Digital Full-Power - 15 kW		stationindex	2023-05-17 12:50:01.701573
